Year.Reported.to.CDP,Account.Number,Organization,City,Country,CDP.Region,Reporting.Authority,Access,City.wide.emissions.inventory,Accounting.year,Administrative.city.boundary,Inventory.boundary..compared.to.Administrative.city.boundary.,Primary.Protocol,Primary.Protocol.Comment,Common.Reporting.Framework.inventory.format..GPC.,Gases.Included,Direct.emissions..metric.tonnes.CO2e..for.Total.generation.of.grid.supplied.energy,Direct.emissions..metric.tonnes.CO2e..for.Total.emissions..excluding.generation.of.grid.supplied.energy.,Indirect.emissions.from.use.of.grid.supplied.energy..metric.tonnes.CO2e..for.Total.generation.of.grid.supplied.energy,Indirect.emissions.from.use.of.grid.supplied.energy..metric.tonnes.CO2e..for.Total.Emissions..excluding.generation.of.grid.supplied.energy.,Emissions.occurring.outside.city.boundary..metric.tonnes.CO2e..for.Total.Generation.of.grid.supplied.energy,Emissions.occurring.outside.city.boundary..metric.tonnes.CO2e..for.Total.Emissions..excluding.generation.of.grid.supplied.energy.,TOTAL.Scope.1.Emissions..metric.tonnes.CO2e.,TOTAL.Scope.2.emissions..metric.tonnes.CO2e.,TOTAL.Scope.3.Emissions,TOTAL.BASIC.Emissions..GPC.,TOTAL.BASIC+Emissions..GPC.,Change.in.emissions,Primary.reason.for.the.change.in.emissions,Land.area..in.square.km.,Population,Population.Year,City.Location,Last.update.
2020,74672,Bursa Nil?¨fer Municipality,,Turkey,Europe,NA,public,Yes,2017-01-01 - 2017-12-31,Local government area within a greater city / metropolitan area,Smaller - covers only part of the city,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",NA,23035,NA,NA,NA,NA,NA,NA,NA,NA,NA,Increased,Population increase,507.56,466000,2019,POINT (28 40),2021-07-16T02:03:37.903
2020,60393,Municipalidad de Santiago,Santiago,Chile,Latin America,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Smaller - covers only part of the city,2006 IPCC Guidelines for National Greenhouse Gas Inventories,La implemetaci??n de la herramienta de c?≠lculo del programa HuellaChile ha sido desarrollada en conformidad con las normas chilenas NCh-ISO 14064:2013 (parte 1) y NCh-ISO 14069:2014,,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Increased,Increased energy/electricity consumption,23.2,404495,2017,POINT (-70.6693 -33.4489),2021-07-16T02:03:37.903
2020,60019,Rajshahi City Corporation,,Bangladesh,South and West Asia,NA,public,Yes,2017-07-01 - 2018-06-30,City / Municipality,Same - covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",NA,509467.17,NA,138289.68,NA,NA,NA,NA,NA,NA,NA,This is our first year of calculation,,96.72,449756,2011,,2021-07-16T02:03:37.903
2020,54611,Alcaldia de Manizales,Manizales,Colombia,Latin America,NA,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same - covers entire city and nothing else,"Other, please specify: La actualizaci??n del IE por fuentes m??viles en ruta (emisiones por tubo de escape y evaporativas) y fuentes estacionarias puntales. 2. La estimaci??n de emisiones de dos nuevas fuentes de emisi??n:","The work included the analysis of climate change projections, the evaluation of anomalies or changes between baseline and projections, the evaluation of the incidence of climate projections on the relevant threats within the framework of the CAPRA risk probabilistic model and some Evidence of  GEI emissions generated in the city of Manizales",,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,This is our first year of calculation,"Other, please specify: La Autoridad Ambiental y el Municipio de Manizales se encuentra desarrollando el calculo para el a?Òo 2017",508,400136,2019,,2021-07-16T02:03:37.903
2020,60216,City of V??xj??,V??xj??,Sweden,Europe,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same - covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"we have used and refined the method since the mid 90's when the politicians decided that we are going to be a fossil fuel free city, hence an inventory method was needed to be developed. we calculate data from various companies, authorities etc. Some input is estimated  (espcially use of various small-scale renewable energy sources). When it comes to other GHG than CO2, we totally rely on national monitoring and breakdown on local level.It is very much in line with the GPC, but is based on our own Excel template.However, I have also transferred the data into the CIRIS template.",Yes,"CH4, CO2, HFCs, N20, PFCs, SF6",20722,236477,8093,28815,0,0,NA,NA,NA,NA,NA,Stayed the same,Emissions have not changed,1925,92567,2018,POINT (14.8091 56.8777),2021-07-16T02:03:37.903
2020,826450,Durham County Council,,United Kingdom of Great Britain and Northern Ireland,Europe,NA,public,Yes,2017-01-01 - 2017-12-31,Province / County,Same - covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Data reported are provided by the UK government through their publication of UK local authority and regional carbon dioxide emissions national statistics.,Yes,"CH4, CO2, N20",2261.09,2069613.77,0,656297.71,417.61,715767.1,NA,NA,NA,NA,NA,Decreased,Technological change,2230,523500,2017,,2021-07-16T02:03:37.903
2020,834058,Bogor Regency,,Indonesia,Southeast Asia and Oceania,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same - covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"The management of GHG inventory data is carried out so that the data has beenavailable can be input according to the data needs that have been provided in the calculation tool (IPCC Inventory Software)The process of implementing the GHG inventory includes the stages of preparation,coordination stage, data collection and data management stage. The methodology used in calculating GHG emissions is based on at Tier 1 in the IPCC 2006 issued by Ministry of Environment and Forestry. Four (4)the sectors studied were energy procurement and use; process industrial and product use; forestry agriculture and use other land; as well as the waste sector",,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,2054673000,0,0,NA,NA,This is our first year of calculation,Lack of resource / funding overcome,2663.81,5965410,2019,,2021-07-16T02:03:37.903
2020,31115,City of Johannesburg,Johannesburg,South Africa,Africa,NA,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Same - covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",NA,8622822,NA,6421642,NA,2650844,NA,NA,NA,NA,NA,Decreased,"Other, please specify: Possible reduced consumption driven by economic slump. Also, improved approach at data analysis may explain the reduction.",1645,5740000,2020,POINT (28.0473 -26.2041),2021-07-16T02:03:37.903
2020,63762,Metropolitan Washington Council of Governments (COG),,United States of America,North America,NA,public,Yes,2018-01-01 - 2018-12-31,Metropolitan area,Same - covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,,"CH4, CO2, HFCs, N20, PFCs",NA,40007541,NA,22635418,NA,NA,NA,NA,NA,NA,NA,Decreased,"Other, please specify: Cleaner grid",3722,5570234,2018,,2021-07-16T02:03:37.903
2020,54402,City of Lahti,Lahti,Finland,Europe,NA,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same - covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,With some national modifications. Emissions and energy use are calculated from data year 2017.,,"CH4, CO2, N20",NA,690300,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decreased,Technological change,459,119937,2020,POINT (25.65 60.9833),2021-07-16T02:03:37.903
2020,54623,Prefeitura de Betim,Betim,Brazil,Latin America,NA,public,Yes,2013-01-01 - 2013-12-31,City / Municipality,Same - covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"A elabora???úo do primeiro invent?≠rio de emiss?Êes de GEE de Betim para os anos de 2012 e 2013 teve como base as metodologias propostas pelo Global Protocol for Community-Scale Greenhouse Gas Emission Inventories?? (GPC).   Os setores reportados foram Energia Estacion?≠ria, Transporte e Res??duos. Para que a relatoria dos dados esteja adequada aos requisitos estabelecidos pela metodologia, os c?≠lculos e a elabora???úo deste invent?≠rio est?úo em conson?õncia com as orienta???Êes de 2006 do IPCC para invent?≠rios nacionais de GEE.Os princ??pios elencados na metodologia e respeitados na elabora???úo foram: relev?õncia, abrang?¶ncia, consist?¶ncia, transpar?¶ncia e exatid?úo.",No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",NA,NA,NA,NA,NA,NA,NA,NA,NA,1763018,NA,This is our first year of calculation,,346,378089,2010,POINT (-44.2012 -19.9673),2021-07-16T02:03:37.903
2020,50365,Municipalidad  de Valpara??so,,Chile,Latin America,NA,public,Not intending to undertake,,City / Municipality,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,400,296655,2017,,2021-07-16T02:03:37.903
2020,840038,Justiniano Posse,,Argentina,Latin America,NA,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Same - covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utiliz?? la herramienta de c?≠lculo desarrollada por la Red Argentina de Municipios frente al Cambio Clim?≠tica, que fue dise?Òada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",NA,35975.92,NA,6906.66,NA,1121.41,NA,NA,NA,NA,NA,This is our first year of calculation,"Other, please specify",8026,8883,2016,,2021-07-16T02:03:37.903
2020,60140,City of Nakuru,Nakuru,Kenya,Africa,NA,public,Intending to undertake in the next 2 years,,Province / County,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,7498.82,2038945,2019,POINT (36.08 -0.30309),2021-07-16T02:03:37.903
2020,847245,Leandro . N. Alem,,Argentina,Latin America,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same - covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utiliz?? la herramienta de c?≠lculo desarrollada por la Red Argentina de Municipios frente al Cambio Clim?≠tica, que fue dise?Òada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",NA,91927.7,NA,28361.4,NA,21924.68,NA,NA,NA,NA,NA,This is our first year of calculation,"Other, please specify",177,31364,2018,,2021-07-16T02:03:37.903
2020,59166,Municipalidad de Independencia,Independencia,Chile,Latin America,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Smaller - covers only part of the city,Regional or country specific methodology,"ISO 14064, metodolog??a del programa del ministerio de medio ambiente Huella Chile.",,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,This is our first year of calculation,,7,105794,2020,POINT (-68.8154 -32.8421),2021-07-16T02:03:37.903
2020,54603,Alcaldia de Pasto,Pasto,Colombia,Latin America,NA,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1.181,455678,2015,,2021-07-16T02:03:37.903
2020,60423,Municipalidad de la Ciudad de Neuqu??n,,Argentina,Latin America,NA,public,Yes,2018-01-01 - 2018-12-31,Province / County,Same - covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utiliz?? la herramienta de c?≠lculo desarrollada por la Red Argentina de Municipios frente al Cambio Clim?≠tica, que fue dise?Òada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",NA,1412824.81,NA,169098.1,NA,71826.94,NA,NA,NA,NA,NA,This is our first year of calculation,"Other, please specify",128,259182,2018,,2021-07-16T02:03:37.903
2020,43926,City of Mannheim,Mannheim,Germany,Europe,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same - covers entire city and nothing else,Regional or country specific methodology,BISKO-Standard (territorial-based),,"CH4, CO2, N20",7924,861437,NA,2269512,NA,NA,NA,NA,NA,NA,NA,Increased,Change in accounting methodology,145,312722,2015,POINT (8.46603 49.4875),2021-07-16T02:03:37.903
2020,74680,City of Iasi,Iasi,Romania,Europe,NA,public,Yes,2018-01-01 - 2019-01-01,City / Municipality,Same - covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,CO2,97520,672516,0,0,0,0,NA,NA,NA,NA,NA,This is our first year of calculation,Lack of resource / funding overcome,9.391,793559,2019,POINT (27.35 47.1),2021-07-16T02:03:37.903
2020,59678,"City of Evanston, IL",Evanston,United States of America,North America,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same - covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",NA,524034,NA,415356,NA,20288,NA,NA,NA,NA,NA,Increased,Increased energy/electricity consumption,12.55,75603,2015,POINT (-87.6898 42.0669),2021-07-16T02:03:37.903
2020,8242,City of Helsinki,Helsinki,Finland,Europe,NA,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same - covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",3233000,824063,NA,1785915,NA,NA,NA,NA,NA,NA,NA,Increased,Change in weather conditions,214.25,655395,2020,POINT (24.941 60.1733),2021-07-16T02:03:37.903
2020,74423,"City of Key West, FL",Key West,United States of America,North America,NA,public,In progress,-,City / Municipality,Same - covers entire city and nothing else,,"Not sure which one we will be using., just that it's ICLEI based.",,"CH4, CO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,7.24,24565,2018,POINT (24.5551 81.78),2021-07-16T02:03:37.903
2020,35903,Le Grand Casablanca,Casablanca,Morocco,Africa,NA,public,Not intending to undertake,,Metropolitan area,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1117,3360000,2014,POINT (-7.56806 33.5206),2021-07-16T02:03:37.903
2020,848128,Oc?ß,,Panama,Latin America,NA,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,618,15539,2010,,2021-07-16T02:03:37.903
2020,54498,Ayuntamiento de Murcia,Murcia,Spain,Europe,NA,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Larger - covers the whole city and adjoining areas,Regional or country specific methodology,"El establecido en el Pacto de las Alcald??as. El tipo de factor de emisi??n que se utiliza es el basado en el IPCC (Panel Intergubernamental sobre el Cambio Clim?≠tico): factores de emisi??n para la combusti??n de combustible, bas?≠ndose en el contenido en carbono de cada uno.",,"CH4, CO2, N20",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decreased,Policy change,890,453258,2019,POINT (-1.00495 37.799),2021-07-16T02:03:37.903
2020,60092,City of Porvoo,Porvoo,Finland,Europe,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same - covers entire city and nothing else,Regional or country specific methodology,ALas calculation model developed by Finnish Environment Institute (based on GPC).,,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",NA,NA,NA,NA,NA,NA,145050,51900,55350,NA,NA,Increased,"Other, please specify: Weather, Electricity, Traffic",2139.81,50380,2019,,2021-07-16T02:03:37.903
2020,46514,City of Porto,Porto,Portugal,Europe,NA,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same - covers entire city and nothing else,City specific methodology,The GHG emissions inventory was developed through the energy supply and demand data by the Portuguese Directorate-General for Energy and Geology (www.dgeg.pt) and the National Statistics Institute (www.ine.pt). The Transports sector was estimated through a separate and specific mobility needs model.,,"CH4, CO2, N20",NA,434026,NA,477887,NA,NA,NA,NA,NA,NA,NA,Increased,"Other, please specify: Increased of the Electricity Specific Emission Factor",42,237591,2011,POINT (-8.6291 41.1579),2021-07-16T02:03:37.903
2020,60656,"City of Piedmont, CA",Piedmont,United States of America,North America,NA,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Larger - covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Increased,"Other, please specify: The new IPCC assessment report increased the emissions associated with the usage. The increases could also be attributed to temperature extremes and increased usage.",4.4,11378,2017,POINT (-122.232 37.8244),2021-07-16T02:03:37.903
2020,54109,City of Bloomington,Bloomington,United States of America,North America,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same - covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"The GPC methodology was chosen because it a comprehensive protocol that is used by cities across the world. It was also chosen in an attempt to establish a consistent methodology for GHG accounting going forward.Now that Bloomington is a part of the Global Covenant of Mayors, using the GPC is a requirement for GHG reporting. A new GHG inventory for the community will be completed by fall 2019 using GPC and guidance from ICLEI Local Governments for Sustainability ClearPath software.",No,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,627454,829264,182942,1639657,1639657,Do not know,Change in methodology,60,85755,2019,POINT (-86.5264 39.1653),2021-07-16T02:03:37.903
2020,849042,Plottier,,Argentina,Latin America,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same - covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utiliz?? la herramienta de c?≠lculo desarrollada por la Red Argentina de Municipios frente al Cambio Clim?≠tica, que fue dise?Òada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",NA,159559.01,NA,20052.31,NA,8805.76,NA,NA,NA,NA,NA,This is our first year of calculation,"Other, please specify",143,42329,2018,,2021-07-16T02:03:37.903
2020,31173,Comune di Milano,Milano,Italy,Europe,NA,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same - covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,3299641,2237029,160372,5266149,5425445,Decreased,Technological change,182,1404431,2019,POINT (9.08635 45.8026),2021-07-16T02:03:37.903
2020,849039,Ceres (Argentina),,Argentina,Latin America,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same - covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utiliz?? la herramienta de c?≠lculo desarrollada por la Red Argentina de Municipios frente al Cambio Clim?≠tica, que fue dise?Òada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,This is our first year of calculation,"Other, please specify",593.83,16731,2018,,2021-07-16T02:03:37.903
2020,69840,Munic??pio de Itacoatiara,,Brazil,Latin America,NA,public,Intending to undertake in the next 2 years,,Metropolitan area,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,8891.906,86839,2010,,2021-07-16T02:03:37.903
2020,840936,Prefeitura de Guanh?úes,,Brazil,Latin America,NA,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1075.124,34319,2019,,2021-07-16T02:03:37.903
2020,14874,"City of Portland, OR","Portland, OR",United States of America,North America,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Larger - covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),None.,Yes,"CH4, CO2, N20",NA,5209522.32,NA,1968592.56,NA,138968.17,NA,NA,NA,NA,NA,Decreased,Change in weather conditions,1207,811880,2018,POINT (-122.682 45.52),2021-07-16T02:03:37.903
2020,845308,Puerto Cort??s,,Honduras,Latin America,NA,public,In progress,-,City / Municipality,Larger - covers the whole city and adjoining areas,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,390.6,122428,2013,,2021-07-16T02:03:37.903
